k_kitchen_IMG_3734.png,1,0,1,0.56
Stavronikita_BeachCC.png,1,1,0,1.12
s_savanna_kiangwest_savanna.png,0,1,2,1.96
o_office_despacho.png,1,0,1,2.8
courtroomCC.png,0,0,3,1.4
b_bedroom_pittsburgh_IMG_4079.png,0,0,3,0.56
c_classroom_sala02.png,0,0,3,0.84
b_bathroom_bothroom99.png,1,0,1,1.68
Tennis_CourtCC.png,1,1,0,0.56
mountain-snow-walking-snow-mountain-winter-landscapeCC.png,1,1,0,0.28
Farm_Kartoffelfeld_SchwedenCC.png,0,1,2,0.84
r_railroad_tunnel_outdoor_railroad_tunnel_000128.png,0,1,2,7.28
l_living_room_living53.png,1,0,1,3.64
c_castle_castle_000001.png,0,1,2,3.64
d_dining_room_indoor_0582.png,0,0,3,5.04
g_garden_1280_2.png,1,1,0,1.12
Stavronikita_BeachCC.png,1,1,0,0.28
s_savanna_kiangwest_savanna.png,0,1,2,0.56
courtroomCC.png,0,0,3,3.08
b_bedroom_pittsburgh_IMG_4079.png,0,0,3,5.04
b_bathroom_bothroom99.png,1,0,1,1.12
l_living_room_living53.png,1,0,1,0.84
o_office_despacho.png,1,0,1,1.12
d_dining_room_indoor_0582.png,0,0,3,3.64
c_castle_castle_000001.png,0,1,2,3.64
r_railroad_tunnel_outdoor_railroad_tunnel_000128.png,0,1,2,2.52
mountain-snow-walking-snow-mountain-winter-landscapeCC.png,1,1,0,0.28
g_garden_1280_2.png,1,1,0,0.28
Tennis_CourtCC.png,1,1,0,0.28
Farm_Kartoffelfeld_SchwedenCC.png,0,1,2,3.08
c_classroom_sala02.png,0,0,3,0.56
k_kitchen_IMG_3734.png,1,0,1,3.08
electrictoothbrush01c.png,1,0,5,0.28
bowlingpin.png,0,0,7,4.48
lawnmower.png,1,1,4,2.52
downhillski.png,1,1,4,5.04
treadmill.png,0,1,6,0.28
trafficlight.png,0,1,6,1.12
callbell.png,0,1,6,1.4
beachumbrella01.png,1,1,4,2.24
rainboot.png,0,0,7,0.56
hardhat02.png,0,0,7,3.36
webcam.png,1,0,5,1.12
cookingpot.png,1,0,5,5.88
tennisracket.png,1,1,4,3.36
television.png,1,0,5,0.28
shoppingcart.png,0,1,6,2.8
martiniglass01b.png,0,0,7,1.12
hardhat02.png,0,0,7,1.96
television.png,1,0,5,3.36
treadmill.png,0,1,6,0.84
callbell.png,0,1,6,3.64
beachumbrella01.png,1,1,4,0.56
downhillski.png,1,1,4,0.56
lawnmower.png,1,1,4,3.64
trafficlight.png,0,1,6,4.48
cookingpot.png,1,0,5,0.28
webcam.png,1,0,5,1.12
rainboot.png,0,0,7,1.12
bowlingpin.png,0,0,7,0.56
martiniglass01b.png,0,0,7,0.28
electrictoothbrush01c.png,1,0,5,0.28
shoppingcart.png,0,1,6,0.84
tennisracket.png,1,1,4,0
