bowlingpin.jpg,0,0
cookingpot.jpg,1,0
martiniglass01b.jpg,0,0
hardhat02.jpg,0,0
lawnmower.jpg,1,1
rainboot.jpg,0,0
callbell.jpg,0,1
television.jpg,1,0
downhillski.jpg,1,1
shoppingcart.jpg,0,1
electrictoothbrush01c.jpg,1,0
beachumbrella01.jpg,1,1
treadmill.jpg,0,1
tennisracket.jpg,1,1
trafficlight.jpg,0,1
webcam.jpg,1,0
electrictoothbrush01c.jpg,1,0
lawnmower.jpg,1,1
tennisracket.jpg,1,1
treadmill.jpg,0,1
hardhat02.jpg,0,0
callbell.jpg,0,1
shoppingcart.jpg,0,1
webcam.jpg,1,0
beachumbrella01.jpg,1,1
downhillski.jpg,1,1
trafficlight.jpg,0,1
rainboot.jpg,0,0
television.jpg,1,0
bowlingpin.jpg,0,0
martiniglass01b.jpg,0,0
cookingpot.jpg,1,0
rainboot.jpg,0,0
shoppingcart.jpg,0,1
callbell.jpg,0,1
downhillski.jpg,1,1
webcam.jpg,1,0
lawnmower.jpg,1,1
television.jpg,1,0
tennisracket.jpg,1,1
electrictoothbrush01c.jpg,1,0
treadmill.jpg,0,1
martiniglass01b.jpg,0,0
trafficlight.jpg,0,1
cookingpot.jpg,1,0
hardhat02.jpg,0,0
beachumbrella01.jpg,1,1
bowlingpin.jpg,0,0
beachumbrella01.jpg,1,1
television.jpg,1,0
hardhat02.jpg,0,0
downhillski.jpg,1,1
trafficlight.jpg,0,1
lawnmower.jpg,1,1
cookingpot.jpg,1,0
webcam.jpg,1,0
callbell.jpg,0,1
treadmill.jpg,0,1
bowlingpin.jpg,0,0
electrictoothbrush01c.jpg,1,0
tennisracket.jpg,1,1
rainboot.jpg,0,0
shoppingcart.jpg,0,1
martiniglass01b.jpg,0,0
lawnmower.jpg,1,1
shoppingcart.jpg,0,1
electrictoothbrush01c.jpg,1,0
martiniglass01b.jpg,0,0
treadmill.jpg,0,1
rainboot.jpg,0,0
downhillski.jpg,1,1
trafficlight.jpg,0,1
hardhat02.jpg,0,0
bowlingpin.jpg,0,0
television.jpg,1,0
beachumbrella01.jpg,1,1
webcam.jpg,1,0
cookingpot.jpg,1,0
callbell.jpg,0,1
tennisracket.jpg,1,1
downhillski.jpg,1,1
lawnmower.jpg,1,1
beachumbrella01.jpg,1,1
webcam.jpg,1,0
electrictoothbrush01c.jpg,1,0
trafficlight.jpg,0,1
callbell.jpg,0,1
cookingpot.jpg,1,0
bowlingpin.jpg,0,0
tennisracket.jpg,1,1
television.jpg,1,0
treadmill.jpg,0,1
shoppingcart.jpg,0,1
hardhat02.jpg,0,0
rainboot.jpg,0,0
martiniglass01b.jpg,0,0
