trafficlight.png,0,1,3,0,1.2
webcam.png,1,0,1,2.52,1
beachumbrella01.png,1,1,0,4.76,1.2
rainboot.png,0,0,2,3.64,0.8
shoppingcart.png,0,1,3,0.56,0.8
hardhat02.png,0,0,2,1.12,1.2
cookingpot.png,1,0,1,0.84,0.8
television.png,1,0,1,0.56,1.2
bowlingpin.png,0,0,2,3.36,1
martiniglass01b.png,0,0,2,0.56,1.2
lawnmower.png,1,1,0,8.68,1.2
downhillski.png,1,1,0,1.12,0.8
beachumbrella01.png,1,1,0,0.84,0.8
callbell.png,0,1,3,1.96,1
webcam.png,1,0,1,2.52,0.8
beachumbrella01.png,1,1,0,1.12,1
lawnmower.png,1,1,0,0.84,1
tennisracket.png,1,1,0,5.04,1.2
television.png,1,0,1,0.56,1
electrictoothbrush01c.png,1,0,1,1.68,0.8
trafficlight.png,0,1,3,1.68,1
callbell.png,0,1,3,0.84,1.2
electrictoothbrush01c.png,1,0,1,1.12,1.2
cookingpot.png,1,0,1,1.96,1
rainboot.png,0,0,2,1.68,1.2
martiniglass01b.png,0,0,2,0.56,0.8
hardhat02.png,0,0,2,0.84,1
bowlingpin.png,0,0,2,1.4,1.2
treadmill.png,0,1,3,1.4,1.2
trafficlight.png,0,1,3,0.84,0.8
tennisracket.png,1,1,0,2.24,0.8
downhillski.png,1,1,0,1.12,1
lawnmower.png,1,1,0,2.24,0.8
shoppingcart.png,0,1,3,1.68,1.2
rainboot.png,0,0,2,4.48,1
hardhat02.png,0,0,2,0.84,0.8
callbell.png,0,1,3,3.08,0.8
treadmill.png,0,1,3,0.84,0.8
shoppingcart.png,0,1,3,0.84,1
television.png,1,0,1,3.36,0.8
cookingpot.png,1,0,1,0.84,1.2
electrictoothbrush01c.png,1,0,1,0.84,1
martiniglass01b.png,0,0,2,2.8,1
webcam.png,1,0,1,3.92,1.2
treadmill.png,0,1,3,1.4,1
bowlingpin.png,0,0,2,2.52,0.8
downhillski.png,1,1,0,1.96,1.2
tennisracket.png,1,1,0,0.56,1
