rainboot.png,0,0,2,0
hardhat02.png,0,0,2,1.4
beachumbrella01.png,1,1,0,1.12
lawnmower.png,1,1,0,0.84
downhillski.png,1,1,0,1.4
webcam.png,1,0,1,1.12
trafficlight.png,0,1,3,0.56
shoppingcart.png,0,1,3,1.96
bowlingpin.png,0,0,2,1.12
rainboot.png,0,0,2,3.08
cookingpot.png,1,0,1,1.12
television.png,1,0,1,0.84
callbell.png,0,1,3,5.04
shoppingcart.png,0,1,3,0.56
treadmill.png,0,1,3,1.4
trafficlight.png,0,1,3,1.68
lawnmower.png,1,1,0,2.52
tennisracket.png,1,1,0,0.56
hardhat02.png,0,0,2,2.52
martiniglass01b.png,0,0,2,0.56
electrictoothbrush01c.png,1,0,1,3.36
cookingpot.png,1,0,1,0.56
electrictoothbrush01c.png,1,0,1,0.56
webcam.png,1,0,1,0.56
beachumbrella01.png,1,1,0,1.12
tennisracket.png,1,1,0,0.84
callbell.png,0,1,3,5.6
treadmill.png,0,1,3,1.68
martiniglass01b.png,0,0,2,0.84
bowlingpin.png,0,0,2,1.12
television.png,1,0,1,4.48
downhillski.png,1,1,0,1.12
