beachumbrella01.png,1,1,0,0,1.2
lawnmower.png,1,1,0,0.84,0.8
rainboot.png,0,0,2,2.52,0.8
hardhat02.png,0,0,2,0.84,1.2
webcam.png,1,0,1,6.72,0.8
cookingpot.png,1,0,1,0.84,0.8
trafficlight.png,0,1,3,2.52,1
shoppingcart.png,0,1,3,0.84,1.2
downhillski.png,1,1,0,1.12,0.8
tennisracket.png,1,1,0,0.84,1.2
television.png,1,0,1,0.84,1
electrictoothbrush01c.png,1,0,1,0.84,1.2
callbell.png,0,1,3,0.84,1.2
treadmill.png,0,1,3,0.84,1.2
bowlingpin.png,0,0,2,2.24,1.2
downhillski.png,1,1,0,5.04,1
bowlingpin.png,0,0,2,1.12,1
martiniglass01b.png,0,0,2,0.84,0.8
beachumbrella01.png,1,1,0,1.12,0.8
shoppingcart.png,0,1,3,7,0.8
television.png,1,0,1,0.84,0.8
cookingpot.png,1,0,1,2.52,1.2
webcam.png,1,0,1,3.92,1.2
cookingpot.png,1,0,1,0.84,1
bowlingpin.png,0,0,2,2.24,0.8
hardhat02.png,0,0,2,0.84,1
tennisracket.png,1,1,0,3.92,0.8
downhillski.png,1,1,0,1.12,1.2
callbell.png,0,1,3,3.64,0.8
rainboot.png,0,0,2,5.88,1
lawnmower.png,1,1,0,1.68,1
tennisracket.png,1,1,0,0.84,1
trafficlight.png,0,1,3,0.84,0.8
treadmill.png,0,1,3,1.12,1
callbell.png,0,1,3,0.56,1
trafficlight.png,0,1,3,2.24,1.2
martiniglass01b.png,0,0,2,0.84,1.2
hardhat02.png,0,0,2,0.84,0.8
electrictoothbrush01c.png,1,0,1,0.84,1
webcam.png,1,0,1,1.12,1
martiniglass01b.png,0,0,2,4.76,1
rainboot.png,0,0,2,0.56,1.2
shoppingcart.png,0,1,3,0.84,1
treadmill.png,0,1,3,1.96,0.8
electrictoothbrush01c.png,1,0,1,0.84,0.8
beachumbrella01.png,1,1,0,1.68,1
lawnmower.png,1,1,0,1.68,1.2
television.png,1,0,1,4.48,1.2
